 gnome-terminal--13247 [000] .... 19950.915572: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 2)
 gnome-terminal--13247 [000] .... 19950.915573: sys_enter: NR 0 (10, 24b2e63, 1959, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915573: sys_enter: NR 0 (10, 24b2e65, 1957, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915574: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915575: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915577: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915579: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.915580: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915582: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915583: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.915584: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915688: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915693: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 3)
 gnome-terminal--13247 [000] .... 19950.915694: sys_enter: NR 0 (10, 24b2e65, 1957, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915695: sys_enter: NR 0 (10, 24b2e82, 193a, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915695: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915698: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19950.915701: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915704: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.915705: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915706: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19950.915708: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19950.915709: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
         firefox-17168 [000] .... 19950.915714: sys_enter: NR 47 (4, 7ffdfcc4c480, 0, 1, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.915718: sys_enter: NR 47 (4, 7ffdfcc4c600, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915719: sys_enter: NR 47 (4, 7ffdfcc4c600, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915724: sys_enter: NR 7 (7ffdfcc4c5c0, 1, ffffffff, 1, 0, 0)
         firefox-17168 [000] .... 19950.915724: sys_enter: NR 20 (4, 7ffdfcc4c730, 3, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915727: sys_enter: NR 7 (7ffdfcc4c5e0, 1, ffffffff, 1, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.915739: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.915741: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.915743: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1f1d8d20, 1, 0)
            Xorg-12396 [000] .... 19950.915745: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1f1d8d20, 1, 0)
            Xorg-12396 [000] .... 19950.915746: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1f1d8d20, 1000, 1)
            Xorg-12396 [000] .... 19950.915747: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1f1d8d20, 1000, 1)
            Xorg-12396 [000] .... 19950.915749: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.915755: sys_enter: NR 47 (4, 7ffdfcc4c500, 0, 1, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.915757: sys_enter: NR 47 (4, 7ffdfcc4c680, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915758: sys_enter: NR 47 (4, 7ffdfcc4c680, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915760: sys_enter: NR 7 (7ffdfcc4c5c0, 1, ffffffff, 1, 0, 0)
         firefox-17168 [000] .... 19950.915760: sys_enter: NR 20 (4, 7ffdfcc4c730, 3, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.915762: sys_enter: NR 7 (7ffdfcc4c5e0, 1, ffffffff, 1, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.915767: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.915768: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.915770: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1f1d8d20, 1, 0)
            Xorg-12396 [000] .... 19950.915771: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1f1d8d20, 1, 0)
            Xorg-12396 [000] .... 19950.915772: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1f1d8d20, 1000, 1)
         firefox-17168 [000] .... 19950.937234: sys_enter: NR 7 (7ffdfcc4c320, 1, ffffffff, 7fc8bb400220, 0, 0)
         firefox-17168 [000] .... 19950.937234: sys_enter: NR 20 (4, 7ffdfcc4c490, 3, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937235: sys_enter: NR 7 (7ffdfcc4c340, 1, ffffffff, 7fc8bb400220, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.937237: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1fe66f90, 1000, 1)
            Xorg-12396 [000] .... 19950.937238: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937239: sys_enter: NR 47 (4, 7ffdfcc4c260, 0, 7fc8bb400220, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.937241: sys_enter: NR 47 (4, 7ffdfcc4c3e0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937242: sys_enter: NR 47 (4, 7ffdfcc4c3e0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937357: sys_enter: NR 7 (7ffdfcc4c4f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937359: sys_enter: NR 20 (4, 7ffdfcc4c660, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937361: sys_enter: NR 7 (7ffdfcc4c510, 1, ffffffff, 2, 0, c20)
            Xorg-12396 [000] .... 19950.937366: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937368: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937371: sys_enter: NR 47 (4, 7ffdfcc4c430, 0, 2, 7fc8bb3fa018, c20)
         firefox-17168 [000] .... 19950.937374: sys_enter: NR 47 (4, 7ffdfcc4c5b0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937375: sys_enter: NR 47 (4, 7ffdfcc4c5b0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937377: sys_enter: NR 7 (7ffdfcc4c510, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937377: sys_enter: NR 20 (4, 7ffdfcc4c680, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937378: sys_enter: NR 7 (7ffdfcc4c530, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.937380: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937392: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937394: sys_enter: NR 47 (4, 7ffdfcc4c450, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.937396: sys_enter: NR 47 (4, 7ffdfcc4c5d0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937397: sys_enter: NR 47 (4, 7ffdfcc4c5d0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937403: sys_enter: NR 7 (7ffdfcc4c500, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937403: sys_enter: NR 20 (4, 7ffdfcc4c670, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937404: sys_enter: NR 7 (7ffdfcc4c520, 1, ffffffff, 2, 0, c20)
            Xorg-12396 [000] .... 19950.937406: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937407: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937409: sys_enter: NR 47 (4, 7ffdfcc4c440, 0, 2, 7fc8bb3fa018, c20)
         firefox-17168 [000] .... 19950.937411: sys_enter: NR 47 (4, 7ffdfcc4c5c0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937411: sys_enter: NR 47 (4, 7ffdfcc4c5c0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937413: sys_enter: NR 7 (7ffdfcc4c520, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937413: sys_enter: NR 20 (4, 7ffdfcc4c690, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937414: sys_enter: NR 7 (7ffdfcc4c540, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.937415: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937419: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937421: sys_enter: NR 47 (4, 7ffdfcc4c460, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.937422: sys_enter: NR 47 (4, 7ffdfcc4c5e0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937434: sys_enter: NR 47 (4, 7ffdfcc4c5e0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937468: sys_enter: NR 7 (7ffdfcc4c4f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937470: sys_enter: NR 20 (4, 7ffdfcc4c660, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937472: sys_enter: NR 7 (7ffdfcc4c510, 1, ffffffff, 2, 0, c20)
            Xorg-12396 [000] .... 19950.937476: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937478: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937481: sys_enter: NR 47 (4, 7ffdfcc4c430, 0, 2, 7fc8bb3fa018, c20)
         firefox-17168 [000] .... 19950.937483: sys_enter: NR 47 (4, 7ffdfcc4c5b0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937484: sys_enter: NR 47 (4, 7ffdfcc4c5b0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937486: sys_enter: NR 7 (7ffdfcc4c510, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937486: sys_enter: NR 20 (4, 7ffdfcc4c680, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937487: sys_enter: NR 7 (7ffdfcc4c530, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881923008)
            Xorg-12396 [000] .... 19950.937489: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.937493: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
         firefox-17168 [000] .... 19950.937495: sys_enter: NR 47 (4, 7ffdfcc4c450, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881923008)
         firefox-17168 [000] .... 19950.937497: sys_enter: NR 47 (4, 7ffdfcc4c5d0, 0, 7fc8bb400221, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937498: sys_enter: NR 47 (4, 7ffdfcc4c5d0, 0, 7fc8bb400220, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937502: sys_enter: NR 7 (7ffdfcc4c500, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.937502: sys_enter: NR 20 (4, 7ffdfcc4c670, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.937503: sys_enter: NR 7 (7ffdfcc4c520, 1, ffffffff, 2, 0, c20)
            Xorg-12396 [000] .... 19950.937505: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
         firefox-17168 [000] .... 19950.943470: sys_enter: NR 47 (4, 7ffdfcc4c340, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943471: sys_enter: NR 47 (4, 7ffdfcc4c340, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943478: sys_enter: NR 7 (7ffdfcc4c2e0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.943479: sys_enter: NR 20 (4, 7ffdfcc4c450, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943481: sys_enter: NR 7 (7ffdfcc4c300, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.943487: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.943488: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.943489: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.943490: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943491: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943492: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.943497: sys_enter: NR 47 (4, 7ffdfcc4c220, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.943499: sys_enter: NR 47 (4, 7ffdfcc4c3a0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943500: sys_enter: NR 47 (4, 7ffdfcc4c3a0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943501: sys_enter: NR 7 (7ffdfcc4c300, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.943502: sys_enter: NR 20 (4, 7ffdfcc4c470, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943503: sys_enter: NR 7 (7ffdfcc4c320, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.943508: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.943509: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.943514: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.943515: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943515: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943517: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.943522: sys_enter: NR 47 (4, 7ffdfcc4c240, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.943524: sys_enter: NR 47 (4, 7ffdfcc4c3c0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943524: sys_enter: NR 47 (4, 7ffdfcc4c3c0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943529: sys_enter: NR 7 (7ffdfcc4c2f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.943530: sys_enter: NR 20 (4, 7ffdfcc4c460, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943531: sys_enter: NR 7 (7ffdfcc4c310, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.943537: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.943538: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.943539: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.943540: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943540: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943542: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.943547: sys_enter: NR 47 (4, 7ffdfcc4c230, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.943548: sys_enter: NR 47 (4, 7ffdfcc4c3b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943549: sys_enter: NR 47 (4, 7ffdfcc4c3b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943550: sys_enter: NR 7 (7ffdfcc4c310, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.943551: sys_enter: NR 20 (4, 7ffdfcc4c480, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943552: sys_enter: NR 7 (7ffdfcc4c330, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.943557: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.943558: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.943562: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.943563: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943563: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943565: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.943570: sys_enter: NR 47 (4, 7ffdfcc4c250, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.943571: sys_enter: NR 47 (4, 7ffdfcc4c3d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943572: sys_enter: NR 47 (4, 7ffdfcc4c3d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943588: sys_enter: NR 7 (7ffdfcc4c240, 1, ffffffff, 1, 0, 0)
         firefox-17168 [000] .... 19950.943589: sys_enter: NR 20 (4, 7ffdfcc4c3b0, 3, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.943592: sys_enter: NR 7 (7ffdfcc4c260, 1, ffffffff, 7fc8bb400221, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.943600: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.943601: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.943603: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.943605: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943605: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.943607: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.943612: sys_enter: NR 47 (4, 7ffdfcc4c180, 0, 7fc8bb400221, 7fc8bb3fa018, 7fc881956000)
            Xorg-12396 [000] .... 19950.947596: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.947603: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.947606: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947607: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947609: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.947616: sys_enter: NR 47 (4, 7ffdfcc4c550, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.947619: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947620: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947642: sys_enter: NR 7 (7ffdfcc4c5f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.947643: sys_enter: NR 20 (4, 7ffdfcc4c760, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947647: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.947668: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.947678: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.947681: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.947691: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947692: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947694: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.947704: sys_enter: NR 47 (4, 7ffdfcc4c530, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.947706: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947707: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947710: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.947710: sys_enter: NR 20 (4, 7ffdfcc4c780, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947712: sys_enter: NR 7 (7ffdfcc4c630, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc881956000)
            Xorg-12396 [000] .... 19950.947726: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19950.947728: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19950.947734: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19950.947737: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947737: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19950.947739: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19950.947748: sys_enter: NR 47 (4, 7ffdfcc4c550, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc881956000)
         firefox-17168 [000] .... 19950.947750: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947751: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19950.947757: sys_enter: NR 7 (7ffdfcc4c600, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19950.947758: sys_enter: NR 20 (4, 7ffdfcc4c770, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
